# YHDA_VERSION=0.6.4
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=RES_MAX_NEG200
# STEP_NAME=Maksimum çıkış gücü — Δf = -200 mHz / 49,8 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.4
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
16.8.2026 08:59:42,2s;23;49,997330;50,000000;516,115448;516,000000;50,993108;164,879126;537,750806
16.8.2026 08:59:42,3s;24;49,997977;50,000000;516,001419;516,000000;50,971668;164,818959;537,811305
16.8.2026 08:59:42,4s;25;49,997844;50,000000;515,971623;516,000000;51,007290;164,781490;537,955840
16.8.2026 08:59:42,5s;26;49,997611;50,000000;515,917823;516,000000;51,038200;164,869010;537,789955
16.8.2026 08:59:42,6s;27;49,997891;50,000000;516,019902;516,000000;50,976898;164,816935;537,873814
16.8.2026 08:59:42,7s;28;49,997404;50,000000;516,013726;516,000000;51,013395;164,894767;537,862021
16.8.2026 08:59:42,8s;29;49,997330;50,000000;515,932966;516,000000;51,070695;164,832940;537,878660
16.8.2026 08:59:42,9s;30;49,997642;50,000000;515,981658;516,000000;51,061947;164,806020;537,895769
16.8.2026 08:59:43,0s;31;49,997684;50,000000;516,123931;516,000000;51,023703;164,824339;537,924797
16.8.2026 08:59:43,1s;32;49,996886;50,000000;516,158783;516,000000;51,010982;164,850846;537,843968
16.8.2026 08:59:43,2s;33;49,997776;50,000000;515,981171;516,000000;51,013791;164,807010;537,827869
16.8.2026 08:59:43,3s;34;49,997826;50,000000;515,953160;516,000000;50,960633;164,861000;537,904566
16.8.2026 08:59:43,4s;35;49,997729;50,000000;516,068401;516,000000;50,967018;164,800912;537,795861
16.8.2026 08:59:43,5s;36;49,997810;50,000000;515,965085;516,000000;50,976274;164,898653;537,791536
16.8.2026 08:59:43,6s;37;49,997761;50,000000;515,915956;516,000000;51,034962;164,832771;537,914314
16.8.2026 08:59:43,7s;38;49,997656;50,000000;515,947757;516,000000;51,073789;164,882787;537,897523
16.8.2026 08:59:43,8s;39;49,997959;50,000000;515,917721;516,000000;50,951973;164,879079;537,980604
16.8.2026 08:59:43,9s;40;49,997553;50,000000;516,089940;516,000000;51,009780;164,857982;537,893152
16.8.2026 08:59:44,0s;41;49,998074;50,000000;516,047253;516,000000;51,020785;164,844352;537,820596
16.8.2026 08:59:44,1s;42;49,997512;50,000000;516,100704;516,000000;50,992965;164,868337;537,777673
16.8.2026 08:59:44,2s;43;49,997952;50,000000;516,092964;516,000000;51,091343;164,833910;537,880917
16.8.2026 08:59:44,3s;44;49,997896;50,000000;515,987261;516,000000;51,065940;164,902663;537,823582
16.8.2026 08:59:44,4s;45;49,997649;50,000000;515,951477;516,000000;51,007429;164,812281;537,865318
16.8.2026 08:59:44,5s;46;49,998055;50,000000;515,887261;516,000000;51,040401;164,881664;537,872847
16.8.2026 08:59:44,6s;47;49,997965;50,000000;516,117997;516,000000;50,965216;164,838258;537,850383
16.8.2026 08:59:44,7s;48;49,997889;50,000000;516,084112;516,000000;51,083979;164,868269;537,913517
16.8.2026 08:59:44,8s;49;49,997894;50,000000;516,039073;516,000000;50,978158;164,846855;537,866067
16.8.2026 08:59:44,9s;50;49,997577;50,000000;516,011145;516,000000;51,035907;164,885479;537,844916
16.8.2026 08:59:45,0s;51;49,997686;50,000000;516,086116;516,000000;50,980932;164,904053;537,896915
16.8.2026 08:59:45,1s;52;49,997802;50,000000;516,084300;516,000000;50,956457;164,871189;537,853770
16.8.2026 08:59:45,2s;53;49,998439;50,000000;516,016544;516,000000;51,019537;164,912677;537,816115
16.8.2026 08:59:45,3s;54;49,998087;50,000000;516,067312;516,000000;51,034641;164,851973;537,842663
16.8.2026 08:59:45,4s;55;49,997657;50,000000;515,869259;516,000000;51,031873;164,849154;537,881650
16.8.2026 08:59:45,5s;56;49,998132;50,000000;516,193995;516,000000;50,963217;164,885590;537,842109
16.8.2026 08:59:45,6s;57;49,997815;50,000000;515,861438;516,000000;51,002458;164,907843;537,939960
16.8.2026 08:59:45,7s;58;49,998557;50,000000;515,956495;516,000000;51,017688;164,862232;537,854786
16.8.2026 08:59:45,8s;59;49,998060;50,000000;516,035414;516,000000;51,012163;164,850593;537,966707
16.8.2026 08:59:45,9s;60;49,998365;50,000000;515,901998;516,000000;50,991276;164,901795;537,809903
16.8.2026 08:59:46,0s;61;49,997762;50,000000;515,909018;516,000000;50,976325;164,919081;538,026759
16.8.2026 08:59:46,1s;62;49,998270;50,000000;516,065037;516,000000;51,007454;164,908791;537,895776
16.8.2026 08:59:46,2s;63;49,998301;50,000000;515,937032;516,000000;51,042675;164,900149;537,799621
16.8.2026 08:59:46,3s;64;49,998218;50,000000;515,994694;516,000000;50,969792;164,918317;537,888355
16.8.2026 08:59:46,4s;65;49,998037;50,000000;516,072331;516,000000;50,980474;164,898151;538,003905
16.8.2026 08:59:46,5s;66;49,998009;50,000000;516,255081;516,000000;50,904227;164,833964;537,819154
16.8.2026 08:59:46,6s;67;49,998129;50,000000;516,273723;516,000000;50,990008;164,907119;537,798845
16.8.2026 08:59:46,7s;68;49,997791;50,000000;515,925220;516,000000;50,938909;164,891503;537,834257
16.8.2026 08:59:46,8s;69;49,998546;50,000000;516,108921;516,000000;50,944395;164,813778;537,847674
16.8.2026 08:59:46,9s;70;49,997892;50,000000;515,956664;516,000000;51,078203;164,884810;537,878543
16.8.2026 08:59:47,0s;71;49,998215;50,000000;516,063436;516,000000;51,028675;164,865052;537,857496
16.8.2026 08:59:47,1s;72;49,998271;50,000000;515,916976;516,000000;51,026188;164,917413;537,930716
16.8.2026 08:59:47,2s;73;49,998063;50,000000;516,123189;516,000000;50,959640;164,903551;537,941912
16.8.2026 08:59:47,3s;74;49,998382;50,000000;516,101661;516,000000;51,008053;164,891864;537,926136
16.8.2026 08:59:47,4s;75;49,997935;50,000000;516,019500;516,000000;51,005340;164,875111;537,887580
16.8.2026 08:59:47,5s;76;49,998242;50,000000;515,771897;516,000000;50,983746;164,875820;537,863291
16.8.2026 08:59:47,6s;77;49,998498;50,000000;515,818783;516,000000;50,956401;164,808533;537,884635
16.8.2026 08:59:47,7s;78;49,997986;50,000000;516,024651;516,000000;50,949172;164,925705;537,819992
16.8.2026 08:59:47,8s;79;49,998300;50,000000;516,116755;516,000000;50,996846;164,874957;537,893541
16.8.2026 08:59:47,9s;80;49,998144;50,000000;515,871445;516,000000;51,015194;164,896872;537,859529
16.8.2026 08:59:48,0s;81;49,998653;50,000000;516,096794;516,000000;50,917546;164,900101;537,770624
16.8.2026 08:59:48,1s;82;49,998271;50,000000;515,927441;516,000000;51,002562;164,858219;537,951849
16.8.2026 08:59:48,2s;83;49,998222;50,000000;516,110756;516,000000;51,062374;164,881176;537,915319
16.8.2026 08:59:48,3s;84;49,998382;50,000000;516,022848;516,000000;50,999851;164,954991;537,958850
16.8.2026 08:59:48,4s;85;49,998213;50,000000;516,039637;516,000000;51,018251;164,815959;537,926854
16.8.2026 08:59:48,5s;86;49,998407;50,000000;516,023203;516,000000;51,005200;164,818866;537,898966
16.8.2026 08:59:48,6s;87;49,998427;50,000000;515,968162;516,000000;51,024372;164,935526;537,891372
16.8.2026 08:59:48,7s;88;49,998530;50,000000;515,950853;516,000000;50,982238;164,819632;537,937914
16.8.2026 08:59:48,8s;89;49,998438;50,000000;516,128183;516,000000;50,982099;164,818567;537,932393
16.8.2026 08:59:48,9s;90;49,998298;50,000000;515,912404;516,000000;50,983803;164,896748;537,938065
16.8.2026 08:59:49,0s;91;49,998632;50,000000;516,025497;516,000000;51,051659;164,881904;537,931373
16.8.2026 08:59:49,1s;92;49,998603;50,000000;515,977795;516,000000;51,020536;164,933179;537,830606
16.8.2026 08:59:49,2s;93;49,997690;50,000000;516,104146;516,000000;51,009894;164,955676;537,894446
16.8.2026 08:59:49,3s;94;49,998987;50,000000;516,103404;516,000000;51,033550;164,931000;537,911173
16.8.2026 08:59:49,4s;95;49,998211;50,000000;515,931907;516,000000;51,000575;164,945330;537,883834
16.8.2026 08:59:49,5s;96;49,998465;50,000000;516,007376;516,000000;50,921383;164,875767;537,924124
16.8.2026 08:59:49,6s;97;49,998667;50,000000;516,012661;516,000000;51,036413;164,921756;537,974815
16.8.2026 08:59:49,7s;98;49,998389;50,000000;516,100231;516,000000;51,017427;164,829785;537,875462
16.8.2026 08:59:49,8s;99;49,998456;50,000000;515,990998;516,000000;51,031665;164,883728;537,868251
16.8.2026 08:59:49,9s;100;49,999030;50,000000;516,013885;516,000000;51,060524;164,906533;537,842576
16.8.2026 08:59:50,0s;101;49,998659;50,000000;516,014483;516,000000;51,013702;164,917990;537,899150
16.8.2026 08:59:50,1s;102;49,998880;50,000000;515,974839;516,000000;51,006665;164,958270;537,804911
16.8.2026 08:59:50,2s;103;49,998424;50,000000;516,036987;516,000000;51,016501;164,890454;537,932058
16.8.2026 08:59:50,3s;104;49,998657;50,000000;516,030243;516,000000;51,035767;164,891063;537,909020
16.8.2026 08:59:50,4s;105;49,998626;50,000000;516,064369;516,000000;51,022294;164,857766;537,915780
16.8.2026 08:59:50,5s;106;49,998899;50,000000;515,861974;516,000000;51,064679;164,922280;537,930838
16.8.2026 08:59:50,6s;107;49,998980;50,000000;515,932250;516,000000;50,955631;164,892455;537,975920
16.8.2026 08:59:50,7s;108;49,998582;50,000000;515,962386;516,000000;51,065714;164,901317;537,942578
16.8.2026 08:59:50,8s;109;49,998402;50,000000;516,117341;516,000000;51,038633;164,893495;537,979308
16.8.2026 08:59:50,9s;110;49,998579;50,000000;515,840697;516,000000;50,975947;164,844048;537,898284
16.8.2026 08:59:51,0s;111;49,998906;50,000000;516,184410;516,000000;51,005923;164,896281;537,973585
16.8.2026 08:59:51,1s;112;49,999088;50,000000;515,986781;516,000000;50,988679;164,920753;538,038213
16.8.2026 08:59:51,2s;113;49,998837;50,000000;516,012186;516,000000;50,956545;164,905394;537,905946
16.8.2026 08:59:51,3s;114;49,998846;50,000000;515,835854;516,000000;51,001963;164,917402;537,925756
16.8.2026 08:59:51,4s;115;49,998923;50,000000;516,094667;516,000000;51,028046;164,868716;537,897192
16.8.2026 08:59:51,5s;116;49,999013;50,000000;516,086002;516,000000;51,053143;164,882295;537,919525
16.8.2026 08:59:51,6s;117;49,998913;50,000000;515,962210;516,000000;51,014001;164,829752;537,830853
16.8.2026 08:59:51,7s;118;49,999067;50,000000;516,006450;516,000000;50,965464;164,933458;537,924042
16.8.2026 08:59:51,8s;119;49,999015;50,000000;515,892333;516,000000;51,033929;164,943120;537,958966
16.8.2026 08:59:51,9s;120;49,998989;50,000000;516,144232;516,000000;51,035835;164,904816;537,935881
16.8.2026 08:59:52,0s;121;49,998877;50,000000;516,008867;516,000000;51,021036;164,924485;537,928343
16.8.2026 08:59:52,1s;122;49,999257;50,000000;515,935412;516,000000;50,948996;164,977472;537,983737
16.8.2026 08:59:52,2s;123;49,999072;50,000000;515,951627;516,000000;50,951043;164,971882;537,935689
16.8.2026 08:59:52,3s;124;49,998998;50,000000;516,057256;516,000000;51,029460;164,978538;537,913856
16.8.2026 08:59:52,4s;125;49,998817;50,000000;515,757148;516,000000;51,004573;164,970024;537,956698
16.8.2026 08:59:52,5s;126;49,999149;50,000000;516,149157;516,000000;50,979544;164,894863;537,893487
16.8.2026 08:59:52,6s;127;49,999214;50,000000;516,049508;516,000000;50,989928;164,941340;537,998782
16.8.2026 08:59:52,7s;128;49,998937;50,000000;516,087419;516,000000;50,978099;164,851246;537,941748
16.8.2026 08:59:52,8s;129;49,999380;50,000000;515,807095;516,000000;50,974075;164,946853;538,023314
16.8.2026 08:59:52,9s;130;49,999063;50,000000;516,029819;516,000000;50,989816;164,982583;537,941832
16.8.2026 08:59:53,0s;131;49,998619;50,000000;515,800077;516,000000;50,951873;164,925875;537,978612
16.8.2026 08:59:53,1s;132;49,998985;50,000000;515,841960;516,000000;51,007368;165,045845;537,998273
16.8.2026 08:59:53,2s;133;49,999034;50,000000;515,921716;516,000000;51,043733;164,944185;538,031190
16.8.2026 08:59:53,3s;134;49,999174;50,000000;516,072974;516,000000;51,015188;164,905506;537,789536
16.8.2026 08:59:53,4s;135;49,998911;50,000000;515,834511;516,000000;50,981747;164,975700;538,030829
16.8.2026 08:59:53,5s;136;49,999051;50,000000;516,065847;516,000000;50,964383;164,913703;537,920420
16.8.2026 08:59:53,6s;137;49,999300;50,000000;516,027203;516,000000;50,975544;164,999952;537,984595
16.8.2026 08:59:53,7s;138;49,999482;50,000000;515,995750;516,000000;50,998497;164,952460;537,911377
16.8.2026 08:59:53,8s;139;49,999332;50,000000;516,028978;516,000000;50,984111;164,960017;537,921676
16.8.2026 08:59:53,9s;140;49,999636;50,000000;515,887899;516,000000;50,995637;164,887697;537,822655
16.8.2026 08:59:54,0s;141;49,999179;50,000000;515,976845;516,000000;50,910232;164,951625;537,909284
16.8.2026 08:59:54,1s;142;49,998723;50,000000;516,080760;516,000000;51,019214;164,984008;537,895435
16.8.2026 08:59:54,2s;143;49,999448;50,000000;516,216342;516,000000;50,964599;164,899374;537,961385
16.8.2026 08:59:54,3s;144;49,998893;50,000000;515,915258;516,000000;51,046892;164,915260;537,925401
16.8.2026 08:59:54,4s;145;49,999623;50,000000;515,967186;516,000000;51,019055;164,943456;538,027301
16.8.2026 08:59:54,5s;146;49,998882;50,000000;516,024642;516,000000;50,988047;164,971322;537,993223
16.8.2026 08:59:54,6s;147;49,999298;50,000000;516,186168;516,000000;50,988725;164,970768;538,033964
16.8.2026 08:59:54,7s;148;49,998971;50,000000;516,110579;516,000000;51,006630;164,930959;537,985284
16.8.2026 08:59:54,8s;149;49,999039;50,000000;516,037925;516,000000;51,018651;164,971477;538,035392
16.8.2026 08:59:54,9s;150;49,999352;50,000000;515,827853;516,000000;51,017833;164,995826;537,966747
16.8.2026 08:59:55,0s;151;49,999183;50,000000;515,981806;516,000000;50,997520;164,968429;537,948045
16.8.2026 08:59:55,1s;152;49,999646;50,000000;515,682928;516,000000;51,043596;164,931141;537,884960
16.8.2026 08:59:55,2s;153;49,999695;50,000000;515,980175;516,000000;50,912661;164,926825;537,976994
16.8.2026 08:59:55,3s;154;49,999495;50,000000;516,065733;516,000000;50,966304;164,896279;537,962671
16.8.2026 08:59:55,4s;155;49,999044;50,000000;516,072151;516,000000;50,973788;164,946072;537,948925
16.8.2026 08:59:55,5s;156;49,998868;50,000000;515,806439;516,000000;51,057784;164,938233;537,946996
16.8.2026 08:59:55,6s;157;49,999442;50,000000;515,968151;516,000000;50,998061;164,948702;538,001530
16.8.2026 08:59:55,7s;158;49,999543;50,000000;515,841967;516,000000;50,995326;164,969898;537,995943
16.8.2026 08:59:55,8s;159;49,999111;50,000000;516,055264;516,000000;50,970419;165,017660;537,968183
16.8.2026 08:59:55,9s;160;49,999642;50,000000;516,070937;516,000000;51,041443;164,957084;537,983306
16.8.2026 08:59:56,0s;161;49,999573;50,000000;515,860655;516,000000;51,053254;164,957540;538,004036
16.8.2026 08:59:56,1s;162;49,999740;50,000000;516,029045;516,000000;51,020937;164,939800;537,967896
16.8.2026 08:59:56,2s;163;49,999753;50,000000;516,083798;516,000000;50,980467;164,977052;537,905049
16.8.2026 08:59:56,3s;164;49,999476;50,000000;515,977353;516,000000;50,994302;164,928590;538,053318
16.8.2026 08:59:56,4s;165;49,999458;50,000000;515,949233;516,000000;50,961266;164,950033;538,004007
16.8.2026 08:59:56,5s;166;49,999489;50,000000;515,903233;516,000000;51,000190;164,978750;537,977581
16.8.2026 08:59:56,6s;167;49,999461;50,000000;516,023232;516,000000;50,946953;164,964297;537,956760
16.8.2026 08:59:56,7s;168;49,999370;50,000000;516,017902;516,000000;50,969825;165,000692;538,024623
16.8.2026 08:59:56,8s;169;49,999661;50,000000;515,903396;516,000000;51,053228;165,029728;538,035364
16.8.2026 08:59:56,9s;170;49,999552;50,000000;515,890428;516,000000;50,916155;164,947791;537,968890
16.8.2026 08:59:57,0s;171;49,999607;50,000000;516,144852;516,000000;50,954730;164,930198;537,943123
16.8.2026 08:59:57,1s;172;49,999674;50,000000;515,983550;516,000000;50,992901;164,917998;538,055560
16.8.2026 08:59:57,2s;173;49,999490;50,000000;516,012330;516,000000;51,023253;165,007775;538,008044
16.8.2026 08:59:57,3s;174;49,999581;50,000000;515,965327;516,000000;50,988354;164,949372;537,899785
16.8.2026 08:59:57,4s;175;49,999646;50,000000;516,159984;516,000000;50,980337;165,020715;538,015614
16.8.2026 08:59:57,5s;176;49,999743;50,000000;515,944291;516,000000;50,999365;164,939851;538,004865
16.8.2026 08:59:57,6s;177;50,000173;50,000000;515,914596;516,000000;51,000257;164,964733;538,005421
16.8.2026 08:59:57,7s;178;49,999753;50,000000;515,940342;516,000000;50,985302;164,984923;537,910275
16.8.2026 08:59:57,8s;179;49,999334;50,000000;515,860831;516,000000;50,967680;165,019406;538,018425
16.8.2026 08:59:57,9s;180;49,999501;50,000000;516,084269;516,000000;50,994961;165,008430;538,052589
16.8.2026 08:59:58,0s;181;49,999589;50,000000;515,810580;516,000000;50,987337;164,960796;538,006047
16.8.2026 08:59:58,1s;182;49,999913;50,000000;515,978077;516,000000;50,975315;165,025191;537,970819
16.8.2026 08:59:58,2s;183;49,999853;50,000000;516,154109;516,000000;51,022330;164,973652;537,999112
16.8.2026 08:59:58,3s;184;49,999927;50,000000;516,181889;516,000000;50,996303;164,976102;538,015486
16.8.2026 08:59:58,4s;185;49,999800;50,000000;516,037998;516,000000;51,023051;164,941501;538,054024
16.8.2026 08:59:58,5s;186;50,000204;50,000000;515,940075;516,000000;51,075036;164,954636;537,917270
16.8.2026 08:59:58,6s;187;50,000171;50,000000;515,908256;516,000000;51,038653;165,005309;537,998733
16.8.2026 08:59:58,7s;188;49,999664;50,000000;515,992295;516,000000;50,970388;164,984520;537,896269
16.8.2026 08:59:58,8s;189;49,999939;50,000000;515,947450;516,000000;51,025971;165,009040;537,970039
16.8.2026 08:59:58,9s;190;49,999634;50,000000;516,081492;516,000000;51,026458;164,953206;538,003229
16.8.2026 08:59:59,0s;191;50,000236;50,000000;516,110651;516,000000;51,002111;165,022773;537,937195
16.8.2026 08:59:59,1s;192;49,999880;50,000000;516,054977;516,000000;51,039890;164,990438;537,977947
16.8.2026 08:59:59,2s;193;50,000138;50,000000;515,807919;516,000000;51,120288;165,006175;538,055785
16.8.2026 08:59:59,3s;194;50,000116;50,000000;515,976589;516,000000;50,981289;164,976797;537,984935
16.8.2026 08:59:59,4s;195;49,999784;50,000000;516,047252;516,000000;51,040014;164,952160;537,998365
16.8.2026 08:59:59,5s;196;49,999794;50,000000;516,143229;516,000000;51,031400;165,015631;537,974607
16.8.2026 08:59:59,6s;197;49,999800;50,000000;515,951756;516,000000;51,002705;164,973529;538,004695
16.8.2026 08:59:59,7s;198;49,999978;50,000000;515,991570;516,000000;50,982995;164,988977;538,019617
16.8.2026 08:59:59,8s;199;49,999616;50,000000;515,915769;516,000000;50,935132;165,040099;537,975891
16.8.2026 08:59:59,9s;200;49,999516;50,000000;515,759047;516,000000;50,904627;164,951634;538,062685
16.8.2026 09:00:00,0s;201;50,000015;49,800000;515,953879;516,000000;51,013484;164,957441;537,974237
16.8.2026 09:00:00,1s;202;50,000037;49,800000;516,070007;516,000000;50,974764;164,989820;537,979953
16.8.2026 09:00:00,2s;203;50,000169;49,800000;515,848057;516,000000;51,012080;165,056099;537,992833
16.8.2026 09:00:00,3s;204;49,999918;49,800000;516,168021;516,000000;51,015656;165,000336;538,050375
16.8.2026 09:00:00,4s;205;50,000150;49,800000;516,032573;516,000000;51,022735;165,051579;538,000579
16.8.2026 09:00:00,5s;206;49,999577;49,800000;515,871121;516,000000;50,995990;165,047550;538,062232
16.8.2026 09:00:00,6s;207;50,000430;49,800000;516,033997;516,000000;51,046995;165,085809;538,009458
16.8.2026 09:00:00,7s;208;49,999820;49,800000;515,984317;516,000000;50,995710;164,974626;537,964026
16.8.2026 09:00:00,8s;209;49,999403;49,800000;515,969595;516,000000;51,078539;164,983067;537,944401
16.8.2026 09:00:00,9s;210;50,000242;49,800000;515,992893;516,000000;51,046170;165,036998;537,996689
16.8.2026 09:00:01,0s;211;50,000201;49,800000;516,020462;516,000000;50,931465;165,028996;537,947986
16.8.2026 09:00:01,1s;212;50,000031;49,800000;515,900456;516,000000;51,061099;165,003962;538,035517
16.8.2026 09:00:01,2s;213;50,000005;49,800000;515,889613;516,000000;51,011742;165,013534;538,013853
16.8.2026 09:00:01,3s;214;50,000004;49,800000;515,889004;516,000000;50,969329;164,972365;538,066064
16.8.2026 09:00:01,4s;215;50,000132;49,800000;515,881503;516,000000;51,010164;164,975683;538,052344
16.8.2026 09:00:01,5s;216;50,000230;49,800000;516,050110;516,000000;51,043093;165,001571;538,050805
16.8.2026 09:00:01,6s;217;50,000190;49,800000;515,992979;516,000000;51,026286;165,046091;538,036281
16.8.2026 09:00:01,7s;218;49,999889;49,800000;515,975964;516,000000;50,993642;165,003606;537,962936
16.8.2026 09:00:01,8s;219;50,000273;49,800000;516,088207;516,000000;50,988173;165,067136;537,990294
16.8.2026 09:00:01,9s;220;50,000447;49,800000;516,068545;516,000000;51,080284;165,006530;538,046857
16.8.2026 09:00:02,0s;221;50,000235;49,800000;515,939964;516,000000;51,062920;165,040190;538,028400
16.8.2026 09:00:02,1s;222;50,000240;49,800000;516,211753;516,000000;50,980846;164,960151;538,097467
16.8.2026 09:00:02,2s;223;50,000502;49,800000;516,183389;516,000000;50,953783;164,969634;538,030620
16.8.2026 09:00:02,3s;224;50,000570;49,800000;516,468962;516,000000;50,974245;165,020471;538,060998
16.8.2026 09:00:02,4s;225;50,000498;49,800000;516,328675;516,000000;51,124218;165,061849;538,109900
16.8.2026 09:00:02,5s;226;50,000231;49,800000;516,332613;516,000000;51,087207;164,961743;538,013719
16.8.2026 09:00:02,6s;227;50,000646;49,800000;516,472644;516,000000;51,061919;165,060863;538,025352
16.8.2026 09:00:02,7s;228;50,000239;49,800000;516,412056;516,000000;51,115819;164,983216;538,063372
16.8.2026 09:00:02,8s;229;50,000515;49,800000;516,435583;516,000000;51,069063;165,037514;537,906782
16.8.2026 09:00:02,9s;230;50,000809;49,800000;516,540783;516,000000;51,103843;165,046844;537,996544
16.8.2026 09:00:03,0s;231;50,000210;49,800000;516,795124;516,000000;51,137637;164,988591;538,139302
16.8.2026 09:00:03,1s;232;50,000160;49,800000;516,815706;516,000000;51,053567;165,019564;537,978744
16.8.2026 09:00:03,2s;233;50,000729;49,800000;516,956699;516,000000;51,185479;164,949888;538,188968
16.8.2026 09:00:03,3s;234;50,000512;49,800000;517,016549;516,000000;51,171898;164,997350;537,952276
16.8.2026 09:00:03,4s;235;50,000179;49,800000;517,100451;516,000000;51,271896;164,993463;538,124925
16.8.2026 09:00:03,5s;236;50,000066;49,800000;517,110246;516,000000;51,224775;165,054325;538,024488
