# YHDA_VERSION=0.6.5
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=RES_MIN_NEG200
# STEP_NAME=Minimum çıkış gücü — Δf = -200 mHz / 49,8 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
16.8.2026 08:59:41,7s;18;49,997577;50,000000;189,956054;190,000000;50,961331;164,796749;537,892153
16.8.2026 08:59:41,8s;19;49,997464;50,000000;189,967295;190,000000;51,018998;164,796393;537,781425
16.8.2026 08:59:41,9s;20;49,997691;50,000000;190,233633;190,000000;50,933877;164,819263;537,829255
16.8.2026 08:59:42,0s;21;49,997483;50,000000;190,131506;190,000000;50,999819;164,840164;537,860969
16.8.2026 08:59:42,1s;22;49,997825;50,000000;190,085038;190,000000;51,098165;164,829649;537,845309
16.8.2026 08:59:42,2s;23;49,997800;50,000000;190,003890;190,000000;51,081621;164,821126;537,797355
16.8.2026 08:59:42,3s;24;49,997524;50,000000;189,808449;190,000000;51,004220;164,816435;537,898458
16.8.2026 08:59:42,4s;25;49,997607;50,000000;189,929611;190,000000;50,975121;164,854208;537,863697
16.8.2026 08:59:42,5s;26;49,997797;50,000000;190,039919;190,000000;51,010441;164,860039;537,784597
16.8.2026 08:59:42,6s;27;49,997589;50,000000;190,055837;190,000000;51,005392;164,834533;537,986693
16.8.2026 08:59:42,7s;28;49,998410;50,000000;189,927506;190,000000;50,984183;164,857127;537,928157
16.8.2026 08:59:42,8s;29;49,997707;50,000000;190,043391;190,000000;50,983395;164,918175;537,977764
16.8.2026 08:59:42,9s;30;49,997523;50,000000;189,887220;190,000000;50,999036;164,822570;537,828476
16.8.2026 08:59:43,0s;31;49,997765;50,000000;190,108044;190,000000;51,011763;164,797802;537,863101
16.8.2026 08:59:43,1s;32;49,997291;50,000000;189,989376;190,000000;50,949550;164,916398;537,861905
16.8.2026 08:59:43,2s;33;49,997396;50,000000;190,035843;190,000000;51,015760;164,883590;537,842651
16.8.2026 08:59:43,3s;34;49,997479;50,000000;190,030783;190,000000;50,965976;164,785568;537,761087
16.8.2026 08:59:43,4s;35;49,997545;50,000000;190,030420;190,000000;50,991897;164,869421;537,829370
16.8.2026 08:59:43,5s;36;49,997983;50,000000;189,943129;190,000000;50,950392;164,845663;537,875131
16.8.2026 08:59:43,6s;37;49,997556;50,000000;189,964963;190,000000;51,055861;164,794766;537,848790
16.8.2026 08:59:43,7s;38;49,997443;50,000000;190,130817;190,000000;51,092287;164,813546;537,876737
16.8.2026 08:59:43,8s;39;49,997719;50,000000;190,098390;190,000000;50,979128;164,836829;537,868394
16.8.2026 08:59:43,9s;40;49,997469;50,000000;190,022029;190,000000;51,004959;164,783124;537,929709
16.8.2026 08:59:44,0s;41;49,997935;50,000000;189,852036;190,000000;50,936481;164,861363;537,826388
16.8.2026 08:59:44,1s;42;49,998122;50,000000;190,282219;190,000000;50,952737;164,781780;537,845246
16.8.2026 08:59:44,2s;43;49,997977;50,000000;190,041911;190,000000;50,956521;164,843007;537,848024
16.8.2026 08:59:44,3s;44;49,997912;50,000000;189,807865;190,000000;50,977332;164,796558;537,852534
16.8.2026 08:59:44,4s;45;49,997470;50,000000;190,074133;190,000000;50,982287;164,863328;537,907873
16.8.2026 08:59:44,5s;46;49,998182;50,000000;190,119450;190,000000;50,992132;164,826512;537,804684
16.8.2026 08:59:44,6s;47;49,998311;50,000000;190,090389;190,000000;51,050751;164,891469;537,837795
16.8.2026 08:59:44,7s;48;49,997705;50,000000;189,886029;190,000000;51,013709;164,837261;537,939991
16.8.2026 08:59:44,8s;49;49,998258;50,000000;190,021772;190,000000;51,016485;164,876630;537,854785
16.8.2026 08:59:44,9s;50;49,998202;50,000000;190,036178;190,000000;51,006024;164,853370;537,864272
16.8.2026 08:59:45,0s;51;49,998159;50,000000;190,085019;190,000000;51,001213;164,838908;537,835387
16.8.2026 08:59:45,1s;52;49,997904;50,000000;190,001321;190,000000;50,997366;164,872678;537,859533
16.8.2026 08:59:45,2s;53;49,997873;50,000000;189,774108;190,000000;51,045828;164,871143;537,821571
16.8.2026 08:59:45,3s;54;49,997791;50,000000;190,148094;190,000000;51,062275;164,838188;537,836309
16.8.2026 08:59:45,4s;55;49,997613;50,000000;189,972916;190,000000;50,967580;164,863400;537,948101
16.8.2026 08:59:45,5s;56;49,998013;50,000000;189,846911;190,000000;51,005019;164,874593;537,830551
16.8.2026 08:59:45,6s;57;49,998239;50,000000;190,091021;190,000000;50,942932;164,781348;537,798705
16.8.2026 08:59:45,7s;58;49,997865;50,000000;189,921508;190,000000;50,984082;164,805021;537,911012
16.8.2026 08:59:45,8s;59;49,997923;50,000000;189,938171;190,000000;50,999554;164,898706;537,923615
16.8.2026 08:59:45,9s;60;49,997538;50,000000;190,077902;190,000000;51,057941;164,862647;537,830742
16.8.2026 08:59:46,0s;61;49,997794;50,000000;190,228330;190,000000;50,983915;164,912866;537,839620
16.8.2026 08:59:46,1s;62;49,998008;50,000000;189,830363;190,000000;51,044492;164,845091;537,844965
16.8.2026 08:59:46,2s;63;49,998043;50,000000;189,990015;190,000000;51,003264;164,928110;537,899678
16.8.2026 08:59:46,3s;64;49,998319;50,000000;189,963138;190,000000;50,992782;164,851747;537,894080
16.8.2026 08:59:46,4s;65;49,997595;50,000000;189,894485;190,000000;51,035044;164,872021;537,993266
16.8.2026 08:59:46,5s;66;49,998297;50,000000;189,987979;190,000000;51,012211;164,861246;537,881024
16.8.2026 08:59:46,6s;67;49,997876;50,000000;189,985021;190,000000;50,953291;164,743384;537,868570
16.8.2026 08:59:46,7s;68;49,998240;50,000000;190,216675;190,000000;50,975206;164,848562;537,851910
16.8.2026 08:59:46,8s;69;49,998534;50,000000;190,178665;190,000000;50,990182;164,813369;537,926937
16.8.2026 08:59:46,9s;70;49,998192;50,000000;189,996188;190,000000;51,009020;164,886737;537,951843
16.8.2026 08:59:47,0s;71;49,998205;50,000000;189,998821;190,000000;51,003787;164,877574;537,856489
16.8.2026 08:59:47,1s;72;49,998383;50,000000;189,900796;190,000000;51,017992;164,847151;537,923751
16.8.2026 08:59:47,2s;73;49,998364;50,000000;189,975556;190,000000;51,048496;164,851152;537,918908
16.8.2026 08:59:47,3s;74;49,998358;50,000000;189,995348;190,000000;51,000814;164,885050;537,913686
16.8.2026 08:59:47,4s;75;49,998074;50,000000;190,074573;190,000000;51,062727;164,883326;537,897601
16.8.2026 08:59:47,5s;76;49,998316;50,000000;189,941974;190,000000;50,971792;164,901683;537,853717
16.8.2026 08:59:47,6s;77;49,998282;50,000000;189,902674;190,000000;50,932342;164,865979;537,877600
16.8.2026 08:59:47,7s;78;49,998021;50,000000;190,055215;190,000000;51,022216;164,918999;537,916323
16.8.2026 08:59:47,8s;79;49,999009;50,000000;189,966144;190,000000;50,951611;164,829951;537,961180
16.8.2026 08:59:47,9s;80;49,997981;50,000000;190,065048;190,000000;50,992999;164,880707;537,863665
16.8.2026 08:59:48,0s;81;49,998416;50,000000;190,154747;190,000000;51,065839;164,961356;537,950031
16.8.2026 08:59:48,1s;82;49,998386;50,000000;189,994167;190,000000;50,970454;164,916214;537,879781
16.8.2026 08:59:48,2s;83;49,998223;50,000000;190,067983;190,000000;51,029855;164,829667;537,970526
16.8.2026 08:59:48,3s;84;49,998139;50,000000;190,051161;190,000000;51,028792;164,900102;537,805449
16.8.2026 08:59:48,4s;85;49,998200;50,000000;190,076910;190,000000;51,024086;164,915989;537,875782
16.8.2026 08:59:48,5s;86;49,998522;50,000000;189,967554;190,000000;51,012434;164,966822;537,999888
16.8.2026 08:59:48,6s;87;49,998663;50,000000;190,130805;190,000000;50,959704;164,812356;537,919053
16.8.2026 08:59:48,7s;88;49,998313;50,000000;189,881376;190,000000;50,962657;164,898986;537,956499
16.8.2026 08:59:48,8s;89;49,998193;50,000000;189,853450;190,000000;50,960036;164,804116;537,897612
16.8.2026 08:59:48,9s;90;49,998636;50,000000;189,875805;190,000000;50,982444;164,895540;537,974557
16.8.2026 08:59:49,0s;91;49,998711;50,000000;190,122034;190,000000;51,006333;164,955883;537,890490
16.8.2026 08:59:49,1s;92;49,998387;50,000000;189,894897;190,000000;51,069268;164,902638;537,935244
16.8.2026 08:59:49,2s;93;49,998516;50,000000;189,926603;190,000000;50,917630;164,886158;537,901104
16.8.2026 08:59:49,3s;94;49,998395;50,000000;189,887429;190,000000;50,961965;164,841320;537,872096
16.8.2026 08:59:49,4s;95;49,998813;50,000000;190,086223;190,000000;51,041783;164,896978;537,910126
16.8.2026 08:59:49,5s;96;49,998910;50,000000;190,297077;190,000000;51,052728;164,918690;537,895463
16.8.2026 08:59:49,6s;97;49,998177;50,000000;190,014582;190,000000;51,006712;164,919667;537,954606
16.8.2026 08:59:49,7s;98;49,998247;50,000000;189,946663;190,000000;50,976989;164,899198;537,848999
16.8.2026 08:59:49,8s;99;49,998121;50,000000;190,002685;190,000000;51,037469;164,894563;537,924437
16.8.2026 08:59:49,9s;100;49,998498;50,000000;190,085847;190,000000;50,981698;164,908646;537,864410
16.8.2026 08:59:50,0s;101;49,998588;50,000000;189,992438;190,000000;50,940087;164,915928;537,921649
16.8.2026 08:59:50,1s;102;49,998147;50,000000;190,145810;190,000000;51,065037;164,997898;537,912337
16.8.2026 08:59:50,2s;103;49,998683;50,000000;189,849862;190,000000;51,046630;164,937450;537,910988
16.8.2026 08:59:50,3s;104;49,998727;50,000000;189,654013;190,000000;51,066146;164,927851;537,955738
16.8.2026 08:59:50,4s;105;49,999227;50,000000;190,108516;190,000000;51,054022;164,875378;537,822914
16.8.2026 08:59:50,5s;106;49,998864;50,000000;189,915899;190,000000;51,013962;164,874505;537,952053
16.8.2026 08:59:50,6s;107;49,998805;50,000000;189,904446;190,000000;50,999907;164,866751;537,889942
16.8.2026 08:59:50,7s;108;49,998625;50,000000;189,990587;190,000000;50,990739;164,944094;537,937748
16.8.2026 08:59:50,8s;109;49,998491;50,000000;189,929455;190,000000;50,953150;164,896042;537,885797
16.8.2026 08:59:50,9s;110;49,999284;50,000000;190,213237;190,000000;50,982449;164,882917;537,852567
16.8.2026 08:59:51,0s;111;49,999254;50,000000;190,042328;190,000000;51,058221;164,944614;537,948836
16.8.2026 08:59:51,1s;112;49,999104;50,000000;190,123794;190,000000;51,032183;164,932462;537,945608
16.8.2026 08:59:51,2s;113;49,998487;50,000000;189,856575;190,000000;50,920145;164,914983;537,902984
16.8.2026 08:59:51,3s;114;49,998533;50,000000;189,999528;190,000000;51,016299;164,893821;537,906686
16.8.2026 08:59:51,4s;115;49,999360;50,000000;190,040551;190,000000;51,002092;164,934011;537,946435
16.8.2026 08:59:51,5s;116;49,998742;50,000000;189,968567;190,000000;50,971436;164,927635;537,924011
16.8.2026 08:59:51,6s;117;49,999019;50,000000;190,002992;190,000000;51,088947;164,936612;537,926466
16.8.2026 08:59:51,7s;118;49,998487;50,000000;190,062719;190,000000;50,989264;164,804856;537,910163
16.8.2026 08:59:51,8s;119;49,999422;50,000000;190,036569;190,000000;51,011369;164,972079;537,926195
16.8.2026 08:59:51,9s;120;49,998699;50,000000;190,218033;190,000000;51,046666;164,961774;537,932501
16.8.2026 08:59:52,0s;121;49,998867;50,000000;189,857293;190,000000;51,023327;164,918026;537,889209
16.8.2026 08:59:52,1s;122;49,998546;50,000000;190,125742;190,000000;50,926627;164,917394;537,969433
16.8.2026 08:59:52,2s;123;49,998907;50,000000;190,136754;190,000000;50,977935;164,916975;537,955373
16.8.2026 08:59:52,3s;124;49,998975;50,000000;190,228541;190,000000;50,990824;164,993831;538,027016
16.8.2026 08:59:52,4s;125;49,998997;50,000000;190,181849;190,000000;50,933099;164,916088;537,953199
16.8.2026 08:59:52,5s;126;49,998800;50,000000;190,044396;190,000000;50,965187;164,878441;537,931890
16.8.2026 08:59:52,6s;127;49,998956;50,000000;190,138939;190,000000;51,051566;164,977487;537,924612
16.8.2026 08:59:52,7s;128;49,998659;50,000000;189,990746;190,000000;51,030912;164,879966;537,942154
16.8.2026 08:59:52,8s;129;49,998563;50,000000;189,944739;190,000000;51,058000;164,923870;537,917843
16.8.2026 08:59:52,9s;130;49,999024;50,000000;190,037567;190,000000;50,966880;164,920284;537,935604
16.8.2026 08:59:53,0s;131;49,998832;50,000000;190,015350;190,000000;50,979913;164,864996;537,838167
16.8.2026 08:59:53,1s;132;49,998973;50,000000;189,959178;190,000000;51,089507;164,887541;537,938621
16.8.2026 08:59:53,2s;133;49,998966;50,000000;190,003096;190,000000;50,995235;164,961037;537,961938
16.8.2026 08:59:53,3s;134;49,999263;50,000000;189,833772;190,000000;51,001977;164,934628;537,967206
16.8.2026 08:59:53,4s;135;49,998734;50,000000;189,945016;190,000000;50,991682;164,963915;537,945919
16.8.2026 08:59:53,5s;136;49,999360;50,000000;190,092553;190,000000;51,007482;165,022531;538,003672
16.8.2026 08:59:53,6s;137;49,999335;50,000000;190,148525;190,000000;50,974133;164,950433;537,905458
16.8.2026 08:59:53,7s;138;49,999261;50,000000;190,092430;190,000000;51,043738;164,884146;537,939365
16.8.2026 08:59:53,8s;139;49,998975;50,000000;189,904279;190,000000;51,027742;164,878353;538,042128
16.8.2026 08:59:53,9s;140;49,999068;50,000000;189,891842;190,000000;50,929190;164,918908;538,005370
16.8.2026 08:59:54,0s;141;49,999332;50,000000;190,083079;190,000000;50,991196;164,936150;537,879943
16.8.2026 08:59:54,1s;142;49,999236;50,000000;190,051109;190,000000;51,054105;164,942644;537,931888
16.8.2026 08:59:54,2s;143;49,999680;50,000000;190,017553;190,000000;51,014287;164,907525;537,947322
16.8.2026 08:59:54,3s;144;49,998737;50,000000;190,017208;190,000000;51,046697;164,935226;537,921633
16.8.2026 08:59:54,4s;145;49,998929;50,000000;190,087683;190,000000;50,971039;164,847492;537,930750
16.8.2026 08:59:54,5s;146;49,999314;50,000000;190,141039;190,000000;50,981420;164,912260;537,927856
16.8.2026 08:59:54,6s;147;49,999669;50,000000;189,976014;190,000000;50,955915;164,942095;537,941854
16.8.2026 08:59:54,7s;148;49,999467;50,000000;189,882669;190,000000;51,007925;164,894861;537,966635
16.8.2026 08:59:54,8s;149;49,999261;50,000000;189,971976;190,000000;51,029740;164,956443;537,952801
16.8.2026 08:59:54,9s;150;49,999192;50,000000;189,913918;190,000000;51,081086;164,950249;537,902959
16.8.2026 08:59:55,0s;151;49,999296;50,000000;189,778930;190,000000;51,033273;164,918298;537,968128
16.8.2026 08:59:55,1s;152;49,999344;50,000000;190,037087;190,000000;50,971343;164,933229;537,985765
16.8.2026 08:59:55,2s;153;49,999213;50,000000;190,105625;190,000000;51,079993;164,951297;538,018263
16.8.2026 08:59:55,3s;154;49,999120;50,000000;189,934837;190,000000;50,998175;164,897512;537,904958
16.8.2026 08:59:55,4s;155;49,999437;50,000000;190,005421;190,000000;51,016540;164,963989;537,974475
16.8.2026 08:59:55,5s;156;49,999120;50,000000;190,037088;190,000000;51,038813;164,989054;538,022045
16.8.2026 08:59:55,6s;157;49,999248;50,000000;190,243807;190,000000;51,002363;164,937548;537,967231
16.8.2026 08:59:55,7s;158;49,998817;50,000000;190,051611;190,000000;50,968310;164,973447;537,986503
16.8.2026 08:59:55,8s;159;49,999273;50,000000;189,830335;190,000000;51,021552;164,944618;537,967090
16.8.2026 08:59:55,9s;160;49,999524;50,000000;189,988087;190,000000;50,932366;164,946475;537,993029
16.8.2026 08:59:56,0s;161;49,999390;50,000000;189,895999;190,000000;51,007887;165,009266;537,991413
16.8.2026 08:59:56,1s;162;49,999386;50,000000;189,895547;190,000000;50,973004;165,027877;538,027910
16.8.2026 08:59:56,2s;163;49,999252;50,000000;190,062708;190,000000;50,975390;165,012210;538,043358
16.8.2026 08:59:56,3s;164;49,999679;50,000000;189,881414;190,000000;50,972905;164,976315;538,014850
16.8.2026 08:59:56,4s;165;49,999522;50,000000;189,955505;190,000000;51,058299;164,985013;537,950372
16.8.2026 08:59:56,5s;166;49,999489;50,000000;190,124552;190,000000;51,071747;164,935063;537,907338
16.8.2026 08:59:56,6s;167;49,999868;50,000000;189,866423;190,000000;51,011167;164,963844;538,025187
16.8.2026 08:59:56,7s;168;49,999899;50,000000;189,943385;190,000000;50,977164;165,027717;537,976480
16.8.2026 08:59:56,8s;169;49,999555;50,000000;190,058968;190,000000;50,988609;165,005261;538,028364
16.8.2026 08:59:56,9s;170;49,999365;50,000000;189,995207;190,000000;51,012536;164,984135;537,901847
16.8.2026 08:59:57,0s;171;49,999106;50,000000;190,118193;190,000000;51,064057;164,943869;537,906192
16.8.2026 08:59:57,1s;172;49,999835;50,000000;190,021744;190,000000;51,049982;164,949226;537,912043
16.8.2026 08:59:57,2s;173;49,999991;50,000000;190,047133;190,000000;51,060953;164,999507;538,001352
16.8.2026 08:59:57,3s;174;49,999950;50,000000;190,065693;190,000000;51,061928;164,972064;537,994017
16.8.2026 08:59:57,4s;175;49,999492;50,000000;189,978885;190,000000;50,968070;164,907518;538,055100
16.8.2026 08:59:57,5s;176;49,999466;50,000000;190,122021;190,000000;51,045850;164,968999;537,962435
16.8.2026 08:59:57,6s;177;49,999638;50,000000;190,106629;190,000000;51,038301;165,004382;537,982904
16.8.2026 08:59:57,7s;178;49,999840;50,000000;189,825042;190,000000;50,994297;164,977522;537,934827
16.8.2026 08:59:57,8s;179;50,000193;50,000000;190,160563;190,000000;51,026508;165,003359;537,905703
16.8.2026 08:59:57,9s;180;49,999731;50,000000;189,881744;190,000000;51,083197;164,985545;538,001036
16.8.2026 08:59:58,0s;181;50,000059;50,000000;189,951504;190,000000;50,973636;164,935690;538,026520
16.8.2026 08:59:58,1s;182;49,999883;50,000000;190,183321;190,000000;50,989506;164,977144;537,959824
16.8.2026 08:59:58,2s;183;49,999794;50,000000;189,957063;190,000000;50,947528;164,980076;538,083257
16.8.2026 08:59:58,3s;184;49,999441;50,000000;189,959979;190,000000;50,957663;164,911547;537,958682
16.8.2026 08:59:58,4s;185;49,999921;50,000000;190,154558;190,000000;51,071387;164,983059;537,933713
16.8.2026 08:59:58,5s;186;49,999918;50,000000;189,909065;190,000000;50,931174;164,959638;538,043911
16.8.2026 08:59:58,6s;187;49,999921;50,000000;190,022619;190,000000;50,962781;164,943130;537,922093
16.8.2026 08:59:58,7s;188;49,999903;50,000000;190,037088;190,000000;50,895140;164,952318;537,992880
16.8.2026 08:59:58,8s;189;49,999712;50,000000;190,207106;190,000000;50,887306;165,001363;537,997385
16.8.2026 08:59:58,9s;190;49,999953;50,000000;189,854988;190,000000;50,978494;164,960927;538,060938
16.8.2026 08:59:59,0s;191;49,999556;50,000000;189,887621;190,000000;50,968217;164,965949;537,992199
16.8.2026 08:59:59,1s;192;49,999124;50,000000;189,926790;190,000000;51,002911;164,964659;537,996638
16.8.2026 08:59:59,2s;193;50,000003;50,000000;190,110198;190,000000;51,022367;164,976456;537,984156
16.8.2026 08:59:59,3s;194;49,999989;50,000000;190,151392;190,000000;50,950241;165,001598;538,006983
16.8.2026 08:59:59,4s;195;49,999756;50,000000;190,158531;190,000000;50,959398;165,022998;538,007273
16.8.2026 08:59:59,5s;196;50,000085;50,000000;190,104205;190,000000;50,974262;164,940085;537,966789
16.8.2026 08:59:59,6s;197;49,999783;50,000000;189,826366;190,000000;51,022512;165,005770;538,005295
16.8.2026 08:59:59,7s;198;50,000012;50,000000;190,090129;190,000000;50,987885;165,066655;537,859750
16.8.2026 08:59:59,8s;199;50,000746;50,000000;189,831774;190,000000;51,025437;164,940708;537,986606
16.8.2026 08:59:59,9s;200;50,000269;50,000000;190,043663;190,000000;51,020738;165,093652;537,940323
16.8.2026 09:00:00,0s;201;49,999881;49,800000;189,985069;190,000000;51,038955;165,050929;537,994643
16.8.2026 09:00:00,1s;202;50,000391;49,800000;189,957413;190,000000;50,959736;165,029517;537,941652
16.8.2026 09:00:00,2s;203;50,000098;49,800000;189,994192;190,000000;51,029568;165,044942;537,935108
16.8.2026 09:00:00,3s;204;50,000164;49,800000;189,845427;190,000000;50,991795;165,010559;538,006082
16.8.2026 09:00:00,4s;205;49,999921;49,800000;190,183448;190,000000;51,025544;165,007122;537,979132
16.8.2026 09:00:00,5s;206;49,999737;49,800000;190,102963;190,000000;51,116171;165,000618;537,937385
16.8.2026 09:00:00,6s;207;49,999965;49,800000;189,887620;190,000000;50,994385;164,977945;538,022959
16.8.2026 09:00:00,7s;208;50,000142;49,800000;190,140959;190,000000;51,023403;164,988575;537,954124
16.8.2026 09:00:00,8s;209;50,000256;49,800000;189,996781;190,000000;50,950432;165,062789;538,013480
16.8.2026 09:00:00,9s;210;50,000304;49,800000;190,023930;190,000000;50,938533;165,016718;537,999094
16.8.2026 09:00:01,0s;211;49,999512;49,800000;190,017470;190,000000;50,979342;164,960755;537,990719
16.8.2026 09:00:01,1s;212;49,999689;49,800000;190,076193;190,000000;50,943659;165,010720;538,046652
16.8.2026 09:00:01,2s;213;50,000270;49,800000;189,761533;190,000000;50,971141;165,035999;538,022688
16.8.2026 09:00:01,3s;214;50,000160;49,800000;189,828209;190,000000;51,078891;165,090449;537,982565
16.8.2026 09:00:01,4s;215;50,000030;49,800000;189,978946;190,000000;51,016438;165,000789;538,057388
16.8.2026 09:00:01,5s;216;49,999949;49,800000;189,955156;190,000000;50,987884;165,030768;538,048058
16.8.2026 09:00:01,6s;217;50,000055;49,800000;190,324719;190,000000;50,946366;164,973069;538,067312
16.8.2026 09:00:01,7s;218;50,000140;49,800000;190,076131;190,000000;51,029153;165,011838;537,923365
16.8.2026 09:00:01,8s;219;50,000693;49,800000;189,993841;190,000000;51,025108;165,058290;538,061457
16.8.2026 09:00:01,9s;220;50,000034;49,800000;190,117839;190,000000;51,031023;165,062528;538,032002
16.8.2026 09:00:02,0s;221;50,000678;49,800000;190,068688;190,000000;51,031416;165,051730;537,925737
16.8.2026 09:00:02,1s;222;50,000494;49,800000;190,017412;190,000000;51,048739;165,029035;538,086007
16.8.2026 09:00:02,2s;223;50,000087;49,800000;190,255733;190,000000;50,994809;164,994770;538,152027
16.8.2026 09:00:02,3s;224;50,000678;49,800000;190,054023;190,000000;51,040704;165,060089;538,032856
16.8.2026 09:00:02,4s;225;50,000211;49,800000;190,443440;190,000000;51,042204;165,011582;538,014090
16.8.2026 09:00:02,5s;226;50,000319;49,800000;190,381751;190,000000;51,097061;164,961427;538,029495
16.8.2026 09:00:02,6s;227;50,000047;49,800000;190,275560;190,000000;51,081577;165,017355;538,007770
16.8.2026 09:00:02,7s;228;49,999983;49,800000;190,318334;190,000000;51,109320;165,006527;538,098056
16.8.2026 09:00:02,8s;229;50,000539;49,800000;190,433390;190,000000;51,079692;165,008754;538,025892
16.8.2026 09:00:02,9s;230;50,000677;49,800000;190,470823;190,000000;51,162029;164,984911;537,999057
16.8.2026 09:00:03,0s;231;50,000448;49,800000;190,640781;190,000000;51,126973;165,036981;538,128907
16.8.2026 09:00:03,1s;232;50,000257;49,800000;190,750947;190,000000;51,138299;164,942834;538,060419
16.8.2026 09:00:03,2s;233;50,000053;49,800000;191,003319;190,000000;51,144948;164,923326;538,085431
16.8.2026 09:00:03,3s;234;50,000560;49,800000;191,002535;190,000000;51,195989;164,910025;538,078540
16.8.2026 09:00:03,4s;235;50,000695;49,800000;191,096111;190,000000;51,164762;164,968682;538,109829
16.8.2026 09:00:03,5s;236;50,000788;49,800000;190,968376;190,000000;51,229925;165,008370;538,114886
